skill_raw;skill_normalized;domain;field;type_of_skill
Lotus Notes;Computer Science;General, Computer Science;IT;Hard
Concept design;User Experience Design;Design, Product Management, Engineering, UX;Design;Hard
Concept Development;Concept Design;Design, Product Management, Engineering, UX;Design;Hard
Concrete;Construction;Construction, Civil Engineering;General, Engineering;Hard
Construction;Construction;Construction, Civil Engineering;General, Engineering;Hard
Construction Management;Construction;Construction, Civil Engineering;General, Engineering;Hard
Consultant;Consultancy;General;General;Soft
Consulting;Consultancy;General;General;Soft
Consumer Behavior;Consumer Behavior Analysis;SEO, CRO, Design, UX;Marketing, Design;Hard
Consumer Behaviour;Consumer Behavior Analysis;SEO, CRO, Design, UX;Marketing, Design;Hard
Consumer Products;Consumer Behavior Analysis;SEO, CRO, Design, UX;Marketing, Design;Hard
Online content creation;Content Marketing;Content Marketing;Marketing;Hard, Soft
Content Director;Content Marketing;Content Marketing;Marketing;Hard, Soft
Content Freelancerin;Content Marketing;Content Marketing;Marketing;Hard, Soft
Content Management;Content Marketing;Content Marketing;Marketing;Hard, Soft
Content Marketing;Content Marketing;Content Marketing;Marketing;Hard, Soft
Content Strategy;Content Marketing;Content Marketing;Marketing;Hard, Soft
Web Content;Content Marketing;Content Marketing;Marketing;Hard, Soft
Web Content Management;Content Marketing;Content Marketing;Marketing;Hard, Soft
Jenkins;DevOps;Software Engineering, DevOps;IT;Hard
Seocopywriter;Copywriting;SEO, Marketing;Marketing;Hard, Soft
Copywriting;Copywriting;SEO, Marketing;Marketing;Hard, Soft
Creative Writing;Copywriting;SEO, Marketing;Marketing;Hard, Soft
Internet content copywriting;Copywriting;SEO, Marketing;Marketing;Hard, Soft
SEO Copywriting;Copywriting;SEO, Marketing;Marketing;Hard, Soft
Writing;Copywriting;SEO, Marketing;Marketing;Hard, Soft
Corporate Finance;Corporate Finance;Accounting, Finance, Operations;General, Legal, Finance;Hard
corporate governance;Corporate Governance;Operations, Legal;Operations, Legal;Hard, Soft
corporate strategy;Business Strategy;Sales, Operations;Sales, Operations;Hard, Soft
Cosmetics;Makeup Artistry and Application;Cosmetics, Beauty Industry;Beauty Industry;Hard, Soft
Group therapy;Counceling;Psychology;Psychology, Communication;Hard
CRM;Customer Relationship Management;Customer Relationship Management;Sales, Marketing;Hard
CRO;CRO;SEO, CRO, Design, UX;Marketing, Design;Hard
Conversion rate optimization;CRO;SEO, CRO, Design, UX;Marketing, Design;Hard
CSS;CSS;Software Engineering;IT;Hard
Cascading Style Sheets (CSS);CSS;Software Engineering;IT;Hard
Customer Relationship Management (CRM);Customer Relationship Management;Customer Relationship Management;Sales, Marketing;Hard
Customer Satisfaction;Customer Relationship Management;Customer Relationship Management;Sales, Marketing;Hard
Customer Care;Customer Support;General, Sales;General, Sales;Hard, Soft
Customer care assistant/Press officer;Customer Support;General, Sales;General, Sales;Hard, Soft
Front office;Customer Support;General, Sales;General, Sales;Hard, Soft
Reception- und Servicemitarbeiterin;Customer Support;General, Sales;General, Sales;Hard, Soft
nical Support;Customer Support;General, Sales;General, Sales;Hard, Soft
Thesis Desk Manager;Customer Support;General, Sales;General, Sales;Hard, Soft
customer service;Customer Support;General, Sales;General, Sales;Hard, Soft
customer service employee;Customer Support;General, Sales;General, Sales;Hard, Soft
(ISC)2;Cybersecurity;Computer Science, DevOps, Software Engineering;IT;Hard
Data Analysis;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Data Structures;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Forecasting;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Quantitative Analyse;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Quantitative Analysis;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Statistical Data Analysis;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Web Analyst & Developer @ Pro Web Consulting;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Web Analytics;Data Analysis;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Analysis;Data Analytics;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Analytical Skills;Analytical Skills;General;General;Soft
SCADA;Data Collection;Data Engineering, QA;IT;Hard
Data Engineering;Data Engineering;Data Science, Data Engineering;IT, Statistics;Hard
Order entry;Data Entry;Computer Science, General;IT;Hard, Soft
Master Data Management;Data Management;Data Science, Data Analytics, Data Engineering;IT, Statistics;Hard
Data Manipulation;Data Manipulation;Data Analytics, Data Science, Software Engineering, Data Engineering;IT, Statistics;Hard
Data Mining;Data Mining;Data Analytics, Data Science, Software Engineering;IT, Statistics;Hard
Data Science;Data Science;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Deep Learning;Data Science;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Statistical modelling;Data Science;Data Analytics, Data Science, Data Engineering;IT, Statistics;Hard
Data Visualization;Data Visualization;Data Analytics, Data Science;IT, Statistics;Hard
Design database;Database Administration;Software Engineering, Data Engineering;IT;Hard
Relational Model;Database Administration;Software Engineering, Data Engineering;IT;Hard
Database;Database Administration;Software Engineering, Data Engineering;IT;Hard
Database Design;Database Administration;Software Engineering, Data Engineering;IT;Hard
Databases;Database Administration;Software Engineering, Data Engineering;IT;Hard
EMC Storage;Database Administration;Software Engineering, Data Engineering;IT;Hard
Essbase;Database Administration;Software Engineering, Data Engineering;IT;Hard
DFT Calculations;Quantum Mechanics;Data Analysis, Mathematics, Physics;Engineering, Mathematics;Hard
Desktop Publishing;Desktop Publishing;Typography, Design;Typography, Design;Hard
Continuous Improvement;DevOps;Software Engineering, DevOps;IT;Hard
Infrastructure;DevOps;Software Engineering, DevOps;IT;Hard
internet;Digital Awareness;General;General;Soft
.com;Digital Awareness;General;General;Soft
Digital Marketing;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Digital Marketing Employee;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Digital Media;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Digital Medien;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Digital PR Internship;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Digital Project Manager Account Manager @ Pro Web Consulting;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Digital Strategy;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Digital Transformation;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Digitale Marketing;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Digitales Marketing;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Direct Marketing;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Integrated marketing;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
International Marketing;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Online Marketing;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
SEM;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Search Engine Marketing (SEM);Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Search Marketing;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Stagiaire Online Marketing;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Web Marketing;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
search engine advertising;Digital Marketing;Marketing;Marketing, Design;Hard, Soft
Django;Django;Software Engineering;IT;Hard
Dreamweaver;Dreamweaver;Design, SEO, UX;IT;Hard
E-Commerce;E-Commerce Management;Marketing;Marketing;Hard, Soft
E-Commerce Consultant;E-Commerce Management;Marketing;Marketing;Hard, Soft
E-Commerce SEO;E-Commerce Management;Marketing;Marketing;Hard, Soft
E-business;E-Commerce Management;Marketing;Marketing;Hard, Soft
eCommerce;E-Commerce Management;Marketing;Marketing;Hard, Soft
E-Mail-Marketing;E-Mail Marketing;Marketing;Marketing;Hard, Soft
Email Marketing;E-Mail Marketing;Marketing;Marketing;Hard, Soft
Marketing via e-mail;E-Mail Marketing;Marketing;Marketing;Hard, Soft
Newsletter;E-Mail Marketing;Marketing;Marketing;Hard, Soft
Newsletter Design;Graphic Design;Design, Art, Modeling;Design;Hard
Eclipse;IDE;Data Analytics, Data Science, Software Engineering, Data Engineering;IT;Hard
Econometrics;Economics;Economics;Economics;Hard
Economics;Economics;Economics;Economics;Hard
Economy and Management;Economics;Economics;Economics;Hard
Electrochemical Characterization;Electrochemical Characterization;Chemistry, Research, Electronics;Research;Hard
Polymer Characterization;Electrochemical Characterization;Chemistry, Research, Electronics;Research;Hard
Protein Characterization;Electrochemical Characterization;Chemistry, Research, Electronics;Research;Hard
Solid State Characterization;Electrochemical Characterization;Chemistry, Research, Electronics;Research;Hard
Thin Film Characterization;Electrochemical Characterization;Chemistry, Research, Electronics;Research;Hard
Waste Characterization;Electrochemical Characterization;Chemistry, Research, Electronics;Research;Hard
Electronics;Electronics;Electronics;Electronics;Hard
Energy Efficiency;Energy Management;Sustainability;Environment, Sustainability;Hard
Engenharia;Engineering;Engineering;Design;Hard
Engineering;Engineering;Engineering;Design;Hard
Engineering Design;Engineering;Engineering;Design;Hard
English;English;General;General, Languages;Soft
English language;English;General;General, Languages;Soft
Inglês;English;General;General, Languages;Soft
Lingua inglese;English;General;General, Languages;Soft
Corporate Entrepreneurship;Entrepreneurship;General;General;Soft
Entrepreneurship;Entrepreneurship;General;General;Soft
Go-to-market;Sales;Sales;Sales;Hard, Soft
Owner of the company;Entrepreneurship;General;General;Soft
Start-ups;Entrepreneurship;General;General;Soft
Startup companies;Entrepreneurship;General;General;Soft
Atmospheric Chemistry;Environmental Chemistry;Chemistry, Research, Sustainability;Research;Hard
Environmental Chemistry;Environmental Chemistry;Chemistry, Research, Sustainability;Research;Hard
Green Chemistry;Environmental Chemistry;Chemistry, Research, Sustainability;Research;Hard
Heterocyclic Chemistry;Environmental Chemistry;Chemistry, Research, Sustainability;Research;Hard
Soil Chemistry;Environmental Chemistry;Chemistry, Research, Sustainability;Research;Hard
ERP;ERP;Operations;General;Hard, Soft
Corporate Social Responsibility;Work Ethic;General;General;Soft
Facebook;Social Media Marketing;Marketing;Marketing;Hard, Soft
Fashion;Apparel and Fashion Design;Fashion;Fashion;Soft, Hard
Figma;Figma;Design, Art, Modeling;Design;Hard
Adobe Figma;Adobe Figma;Design, Art, Modeling;Design;Hard
Financial Analysis;Financial Analysis;Data Analytics, Finance;IT, Statistics, Finance;Hard
Financial Forecasting;Financial Analysis;Data Analytics, Finance;IT, Statistics, Finance;Hard
Financial Modeling;Financial Analysis;Data Analytics, Finance;IT, Statistics, Finance;Hard
Financial Reporting;Financial Analysis;Data Analytics, Finance;IT, Statistics, Finance;Hard
Finanzanalyse;Financial Analysis;Data Analytics, Finance;IT, Statistics, Finance;Hard
financial services;Financial Services;Finance;Finance;Hard
100% Financing;Financial Services;Finance;Finance;Hard
Fleet and Network maintenance Responsible;Fleet Maintenance;Maintenance;Automotives, Engineering;Hard
FMCG;FMCG;Logistics, Sales;Logistics, Sales;Hard, Soft
Fast-Moving Consumer Goods (FMCG);FMCG;Logistics, Sales;Logistics, Sales;Hard, Soft
Food;Culinary Arts and Professional Cooking;Food and Beverages;Food Industry;Hard, Soft
Luxury Foods;Culinary Arts and Professional Cooking;Food and Beverages;Food Industry;Hard, Soft
Flavor Chemistry;Food Science;Chemistry, Research, Food;Research;Hard
Food Chemistry;Food Science;Chemistry, Research, Food;Research;Hard
French;French;General;General, Languages;Soft
Front End Developer;Frontend Development;Software Engineering;IT;Hard
Bootstrap;Frontend Development;Software Engineering;IT;Hard
Front end SEO & Analytics developer;Frontend Development;Software Engineering;IT;Hard
Full-Stack Development;Full-Stack Development;Software Engineering;IT;Hard
Galileo;Galileo;Design, Product Management, Engineering, UX;Design;Hard
Gaussian 16;Gaussian;Chemistry, Research;Research;Hard
GaussView;GaussView;Chemistry, Research;Research;Hard
German;German;General;General, Languages;Soft
German language;German;General;General, Languages;Soft
GIMP;GIMP;Design, Art, Modeling;Design;Hard
Git;Git;Computer Science, DevOps, Software Engineering;IT;Hard
Google Ads;Google Ads;Marketing;Marketing;Hard, Soft
Google Adwords;Advertising;Marketing;Marketing;Hard, Soft
Google Adwords Fundamentals;Advertising;Marketing;Marketing;Hard, Soft
Google Adwords Professional;Advertising;Marketing;Marketing;Hard, Soft
Google Analytics;Google Analytics;Data Analytics;IT, Statistics;Hard
GA;Google Analytics;Data Analytics;IT, Statistics;Hard
Google Cloud Platform (GCP);Google Cloud Platform;Data Analytics, Data Science, Software Engineering;IT, Statistics;Hard
Google Data Studio;Google Data Studio;Data Analytics;IT;Hard
GTM;Google Tag Manager;Data Analytics;IT;Hard
Google Tag Manager;Google Tag Manager;Data Analytics;IT;Hard
GOOGLE Webmaster Tools;Google Webmaster Tools;SEO, Marketing;Marketing;Hard, Soft
Strumenti per in the Webmaster di Google;Google Webmaster Tools;SEO, Marketing;Marketing;Hard, Soft
Google+;Google+;Marketing;Marketing;Hard, Soft
Graphic design;Graphic Design;Design, Art, Modeling;Design;Hard
Sketching;Graphic Design;Design, Art, Modeling;Design;Hard
Model Making;Graphic Design;Design, Art, Modeling;Design;Hard
Illustration;Graphic Design;Design, Art, Modeling;Design;Hard
Visual Communication;Graphic Design;Design, Art, Modeling;Design;Hard
Drawing;Graphic Design;Design, Art, Modeling;Design;Hard
Animator;Graphic Design;Design, Art, Modeling;Design;Hard
Graphics;Graphic Design;Design, Art, Modeling;Design;Hard
Graphics Design;Graphic Design;Design, Art, Modeling;Design;Hard
Visual Arts;Graphic Design;Design, Art, Modeling;Design;Hard
Web Design;Web Design;Design, Product Management, Engineering, UX;Design;Hard
Health and safety at work;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
Ohsas 18001;OHSAS 18001;Safety, Prevention;General, Healthcare;Hard, Soft
Salute e sicurezza sul lavoro;Health and Safety;Safety, Prevention;General, Healthcare;Hard, Soft
